Tulot;2019-01-04 11:26:21.308411214;4.1.2019;4.1.2019;4.1.2019;1;281.35;301.35;710;588;           ;0;1;222
Tulot;2019-01-07 08:58:19.065420559;7.1.2019;7.1.2019;7.1.2019;1;13271.00;268.93;710;588;           ;0;1;222
Tulot;2019-01-10 00:13:27.476635511;10.1.2019;10.1.2019;10.1.2019;1;43952.00;208.44;710;588;           ;0;1;221
Tulot;2019-01-10 16:35:53.271028035;10.1.2019;10.1.2019;10.1.2019;1;23043.00;159.19;710;588;           ;0;1;223
Tulot;2019-01-18 05:22:59.439252332;18.1.2019;18.1.2019;18.1.2019;1;84.27;-82.77;710;588;           ;0;1;225
Terveys;2019-01-21 14:21:18.504672891;21.1.2019;22.1.2019;21.1.2019;1;0.82;-125.02;710;588;           ;0;1;221
Tulot;2019-01-30 13:14:01.121495319;30.1.2019;30.1.2019;30.1.2019;1;29.71;-500.16;710;588;           ;0;1;221
Tulot;2019-02-04 10:17:08.571428571;4.2.2019;4.2.2019;4.2.2019;1;180.73;-338.21;710;588;           ;0;1;221
Tulot;2019-02-14 23:59:59.999999998;14.2.2019;14.2.2019;14.2.2019;1;141.17;-355.76;710;588;           ;0;1;223
Tulot;2019-03-15 03:22:06.315789473;15.3.2019;15.3.2019;15.3.2019;1;18719.00;20.27;710;588;           ;0;1;221
Tulot;2019-03-15 05:28:25.263157894;15.3.2019;15.3.2019;15.3.2019;1;48.33;68.60;710;588;           ;0;1;221
Tulot;2019-04-22 13:16:53.592232986;22.4.2019;22.4.2019;22.4.2019;1;77.47;-82.62;710;588;           ;0;1;223
Tulot;2019-05-14 08:12:09.113924036;14.5.2019;16.5.2019;14.5.2019;1;29221.00;-152.90;710;588;           ;0;1;222
Tulot;2019-05-25 07:53:55.443037948;25.5.2019;25.5.2019;25.5.2019;1;73.44;-353.52;0;588;           ;0;1;179
Tulot;2019-06-03 08:28:14.117647058;3.6.2019;3.6.2019;3.6.2019;1;239.04;-252.13;710;588;           ;0;1;224
Tulot;2019-06-25 08:28:14.117647051;25.6.2019;25.6.2019;25.6.2019;1;31.09;-397.08;710;588;           ;0;1;221
Tulot;2019-08-02 04:12:37.894736842;2.8.2019;2.8.2019;2.8.2019;1;44.00;-307.34;710;588;           ;0;1;223
